"","neighborhood","ofns_desc","count"
"2149","South Crown Heights","FRAUDS",108
"2150","South Crown Heights","GAMBLING",11
"2151","South Crown Heights","GRAND LARCENY",2277
"2152","South Crown Heights","GRAND LARCENY OF MOTOR VEHICLE",621
"2153","South Crown Heights","HARRASSMENT 2",6389
"2154","South Crown Heights","HOMICIDE-NEGLIGENT,UNCLASSIFIE",2
"2155","South Crown Heights","INTOXICATED & IMPAIRED DRIVING",219
"2156","South Crown Heights","INTOXICATED/IMPAIRED DRIVING",1
"2157","South Crown Heights","KIDNAPPING & RELATED OFFENSES",7
"2158","South Crown Heights","MISCELLANEOUS PENAL LAW",1369
"2159","South Crown Heights","MURDER & NON-NEGL. MANSLAUGHTER",20
"2160","South Crown Heights","NEW YORK CITY HEALTH CODE",1
"2161","South Crown Heights","NYS LAWS-UNCLASSIFIED FELONY",37
"2162","South Crown Heights","NYS LAWS-UNCLASSIFIED VIOLATION",2
"2163","South Crown Heights","OFF. AGNST PUB ORD SENSBLTY &",1820
"2164","South Crown Heights","OFFENSES AGAINST PUBLIC ADMINI",447
"2165","South Crown Heights","OFFENSES AGAINST PUBLIC SAFETY",1
"2166","South Crown Heights","OFFENSES AGAINST THE PERSON",71
"2167","South Crown Heights","OFFENSES INVOLVING FRAUD",265
"2168","South Crown Heights","OFFENSES RELATED TO CHILDREN",1
"2169","South Crown Heights","OTHER OFFENSES RELATED TO THEF",70
"2170","South Crown Heights","OTHER STATE LAWS",4
"2171","South Crown Heights","OTHER STATE LAWS (NON PENAL LA",22
"2172","South Crown Heights","PETIT LARCENY",6284
"2173","South Crown Heights","PETIT LARCENY OF MOTOR VEHICLE",6
"2174","South Crown Heights","POSSESSION OF STOLEN PROPERTY",132
"2175","South Crown Heights","PROSTITUTION & RELATED OFFENSES",2
"2176","South Crown Heights","RAPE",112
"2177","South Crown Heights","ROBBERY",974
"2178","South Crown Heights","SEX CRIMES",430
"2179","South Crown Heights","THEFT-FRAUD",269
"2180","South Crown Heights","UNAUTHORIZED USE OF A VEHICLE",101
"2181","South Crown Heights","VEHICLE AND TRAFFIC LAWS",738
"2182","South Ozone Park/Howard Beach","(null)",1
"2183","South Ozone Park/Howard Beach","ADMINISTRATIVE CODE",108
"2184","South Ozone Park/Howard Beach","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",3
"2185","South Ozone Park/Howard Beach","ALCOHOLIC BEVERAGE CONTROL LAW",3
"2186","South Ozone Park/Howard Beach","ANTICIPATORY OFFENSES",1
"2187","South Ozone Park/Howard Beach","ARSON",90
"2188","South Ozone Park/Howard Beach","ASSAULT 3 & RELATED OFFENSES",3993
"2189","South Ozone Park/Howard Beach","BURGLAR'S TOOLS",5
"2190","South Ozone Park/Howard Beach","BURGLARY",912
"2191","South Ozone Park/Howard Beach","CRIMINAL MISCHIEF & RELATED OF",4178
"2192","South Ozone Park/Howard Beach","CRIMINAL TRESPASS",567
"2193","South Ozone Park/Howard Beach","DANGEROUS DRUGS",341
"2194","South Ozone Park/Howard Beach","DANGEROUS WEAPONS",356
"2195","South Ozone Park/Howard Beach","DISORDERLY CONDUCT",4
"2196","South Ozone Park/Howard Beach","ENDAN WELFARE INCOMP",2
"2197","South Ozone Park/Howard Beach","FELONY ASSAULT",1727
"2198","South Ozone Park/Howard Beach","FORGERY",291
"2199","South Ozone Park/Howard Beach","FRAUDS",92
"2200","South Ozone Park/Howard Beach","GAMBLING",1
"2201","South Ozone Park/Howard Beach","GRAND LARCENY",3227
"2202","South Ozone Park/Howard Beach","GRAND LARCENY OF MOTOR VEHICLE",946
"2203","South Ozone Park/Howard Beach","HARRASSMENT 2",5933
"2204","South Ozone Park/Howard Beach","HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
"2205","South Ozone Park/Howard Beach","INTOXICATED & IMPAIRED DRIVING",391
"2206","South Ozone Park/Howard Beach","KIDNAPPING",1
"2207","South Ozone Park/Howard Beach","KIDNAPPING & RELATED OFFENSES",9
"2208","South Ozone Park/Howard Beach","MISCELLANEOUS PENAL LAW",1379
"2209","South Ozone Park/Howard Beach","MURDER & NON-NEGL. MANSLAUGHTER",18
"2210","South Ozone Park/Howard Beach","NYS LAWS-UNCLASSIFIED FELONY",11
"2211","South Ozone Park/Howard Beach","NYS LAWS-UNCLASSIFIED VIOLATION",2
"2212","South Ozone Park/Howard Beach","OFF. AGNST PUB ORD SENSBLTY &",1441
"2213","South Ozone Park/Howard Beach","OFFENSES AGAINST PUBLIC ADMINI",420
"2214","South Ozone Park/Howard Beach","OFFENSES AGAINST PUBLIC SAFETY",4
"2215","South Ozone Park/Howard Beach","OFFENSES AGAINST THE PERSON",50
"2216","South Ozone Park/Howard Beach","OFFENSES INVOLVING FRAUD",11
"2217","South Ozone Park/Howard Beach","OFFENSES RELATED TO CHILDREN",46
"2218","South Ozone Park/Howard Beach","OTHER OFFENSES RELATED TO THEF",50
"2219","South Ozone Park/Howard Beach","OTHER STATE LAWS",1
"2220","South Ozone Park/Howard Beach","OTHER STATE LAWS (NON PENAL LA",20
"2221","South Ozone Park/Howard Beach","PETIT LARCENY",5760
"2222","South Ozone Park/Howard Beach","PETIT LARCENY OF MOTOR VEHICLE",3
"2223","South Ozone Park/Howard Beach","POSSESSION OF STOLEN PROPERTY",104
"2224","South Ozone Park/Howard Beach","RAPE",82
"2225","South Ozone Park/Howard Beach","ROBBERY",1139
"2226","South Ozone Park/Howard Beach","SEX CRIMES",508
"2227","South Ozone Park/Howard Beach","THEFT-FRAUD",248
"2228","South Ozone Park/Howard Beach","UNAUTHORIZED USE OF A VEHICLE",199
"2229","South Ozone Park/Howard Beach","VEHICLE AND TRAFFIC LAWS",830
"2230","South Shore","(null)",3
"2231","South Shore","ADMINISTRATIVE CODE",28
"2232","South Shore","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",5
"2233","South Shore","ARSON",23
"2234","South Shore","ASSAULT 3 & RELATED OFFENSES",1121
"2235","South Shore","BURGLAR'S TOOLS",4
"2236","South Shore","BURGLARY",212
"2237","South Shore","CRIMINAL MISCHIEF & RELATED OF",1869
"2238","South Shore","CRIMINAL TRESPASS",131
"2239","South Shore","DANGEROUS DRUGS",452
"2240","South Shore","DANGEROUS WEAPONS",168
"2241","South Shore","ENDAN WELFARE INCOMP",5
"2242","South Shore","FELONY ASSAULT",307
"2243","South Shore","FELONY SEX CRIMES",1
"2244","South Shore","FORGERY",47
"2245","South Shore","FRAUDS",247
"2246","South Shore","GRAND LARCENY",1160
"2247","South Shore","GRAND LARCENY OF MOTOR VEHICLE",314
"2248","South Shore","HARRASSMENT 2",2787
"2249","South Shore","INTOXICATED & IMPAIRED DRIVING",567
"2250","South Shore","MISCELLANEOUS PENAL LAW",383
"2251","South Shore","MURDER & NON-NEGL. MANSLAUGHTER",6
"2252","South Shore","NYS LAWS-UNCLASSIFIED FELONY",45
"2253","South Shore","OFF. AGNST PUB ORD SENSBLTY &",766
"2254","South Shore","OFFENSES AGAINST PUBLIC ADMINI",411
"2255","South Shore","OFFENSES AGAINST PUBLIC SAFETY",6
"2256","South Shore","OFFENSES AGAINST THE PERSON",31
"2257","South Shore","OFFENSES INVOLVING FRAUD",50
"2258","South Shore","OTHER OFFENSES RELATED TO THEF",25
"2259","South Shore","OTHER STATE LAWS",1
"2260","South Shore","OTHER STATE LAWS (NON PENAL LA",38
"2261","South Shore","PETIT LARCENY",2160
"2262","South Shore","PETIT LARCENY OF MOTOR VEHICLE",1
"2263","South Shore","POSSESSION OF STOLEN PROPERTY",40
"2264","South Shore","RAPE",18
"2265","South Shore","ROBBERY",86
"2266","South Shore","SEX CRIMES",141
"2267","South Shore","THEFT-FRAUD",420
"2268","South Shore","UNAUTHORIZED USE OF A VEHICLE",46
"2269","South Shore","VEHICLE AND TRAFFIC LAWS",173
"2270","Stuyvesant Town/Turtle Bay","(null)",3
"2271","Stuyvesant Town/Turtle Bay","ADMINISTRATIVE CODE",45
"2272","Stuyvesant Town/Turtle Bay","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",5
"2273","Stuyvesant Town/Turtle Bay","ALCOHOLIC BEVERAGE CONTROL LAW",1
"2274","Stuyvesant Town/Turtle Bay","ARSON",41
"2275","Stuyvesant Town/Turtle Bay","ASSAULT 3 & RELATED OFFENSES",4887
"2276","Stuyvesant Town/Turtle Bay","BURGLAR'S TOOLS",90
"2277","Stuyvesant Town/Turtle Bay","BURGLARY",2290
"2278","Stuyvesant Town/Turtle Bay","CANNABIS RELATED OFFENSES",1
"2279","Stuyvesant Town/Turtle Bay","CHILD ABANDONMENT/NON SUPPORT",1
"2280","Stuyvesant Town/Turtle Bay","CRIMINAL MISCHIEF & RELATED OF",4587
"2281","Stuyvesant Town/Turtle Bay","CRIMINAL TRESPASS",294
"2282","Stuyvesant Town/Turtle Bay","DANGEROUS DRUGS",958
"2283","Stuyvesant Town/Turtle Bay","DANGEROUS WEAPONS",456
"2284","Stuyvesant Town/Turtle Bay","DISORDERLY CONDUCT",4
"2285","Stuyvesant Town/Turtle Bay","DISRUPTION OF A RELIGIOUS SERV",1
"2286","Stuyvesant Town/Turtle Bay","ENDAN WELFARE INCOMP",3
"2287","Stuyvesant Town/Turtle Bay","ESCAPE 3",1
"2288","Stuyvesant Town/Turtle Bay","FELONY ASSAULT",1785
"2289","Stuyvesant Town/Turtle Bay","FELONY SEX CRIMES",1
"2290","Stuyvesant Town/Turtle Bay","FORGERY",471
"2291","Stuyvesant Town/Turtle Bay","FRAUDS",394
"2292","Stuyvesant Town/Turtle Bay","FRAUDULENT ACCOSTING",15
"2293","Stuyvesant Town/Turtle Bay","GAMBLING",1
"2294","Stuyvesant Town/Turtle Bay","GRAND LARCENY",10844
"2295","Stuyvesant Town/Turtle Bay","GRAND LARCENY OF MOTOR VEHICLE",550
"2296","Stuyvesant Town/Turtle Bay","HARRASSMENT 2",7449
"2297","Stuyvesant Town/Turtle Bay","HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
"2298","Stuyvesant Town/Turtle Bay","INTOXICATED & IMPAIRED DRIVING",230
"2299","Stuyvesant Town/Turtle Bay","JOSTLING",9
"2300","Stuyvesant Town/Turtle Bay","KIDNAPPING & RELATED OFFENSES",8
"2301","Stuyvesant Town/Turtle Bay","MISCELLANEOUS PENAL LAW",634
"2302","Stuyvesant Town/Turtle Bay","MURDER & NON-NEGL. MANSLAUGHTER",8
"2303","Stuyvesant Town/Turtle Bay","NYS LAWS-UNCLASSIFIED FELONY",33
"2304","Stuyvesant Town/Turtle Bay","OFF. AGNST PUB ORD SENSBLTY &",1985
"2305","Stuyvesant Town/Turtle Bay","OFFENSES AGAINST PUBLIC ADMINI",563
"2306","Stuyvesant Town/Turtle Bay","OFFENSES AGAINST PUBLIC SAFETY",2
"2307","Stuyvesant Town/Turtle Bay","OFFENSES AGAINST THE PERSON",119
"2308","Stuyvesant Town/Turtle Bay","OFFENSES INVOLVING FRAUD",188
"2309","Stuyvesant Town/Turtle Bay","OTHER OFFENSES RELATED TO THEF",195
"2310","Stuyvesant Town/Turtle Bay","OTHER STATE LAWS (NON PENAL LA",11
"2311","Stuyvesant Town/Turtle Bay","PETIT LARCENY",18992
"2312","Stuyvesant Town/Turtle Bay","PETIT LARCENY OF MOTOR VEHICLE",5
"2313","Stuyvesant Town/Turtle Bay","POSSESSION OF STOLEN PROPERTY",119
"2314","Stuyvesant Town/Turtle Bay","PROSTITUTION & RELATED OFFENSES",1
"2315","Stuyvesant Town/Turtle Bay","RAPE",158
"2316","Stuyvesant Town/Turtle Bay","ROBBERY",1419
"2317","Stuyvesant Town/Turtle Bay","SEX CRIMES",1187
"2318","Stuyvesant Town/Turtle Bay","THEFT OF SERVICES",32
"2319","Stuyvesant Town/Turtle Bay","THEFT-FRAUD",812
"2320","Stuyvesant Town/Turtle Bay","UNAUTHORIZED USE OF A VEHICLE",64
"2321","Stuyvesant Town/Turtle Bay","UNLAWFUL POSS. WEAP. ON SCHOOL",1
"2322","Stuyvesant Town/Turtle Bay","VEHICLE AND TRAFFIC LAWS",894
"2323","Sunnyside/Woodside","(null)",3
"2324","Sunnyside/Woodside","ADMINISTRATIVE CODE",46
"2325","Sunnyside/Woodside","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",6
"2326","Sunnyside/Woodside","ALCOHOLIC BEVERAGE CONTROL LAW",15
"2327","Sunnyside/Woodside","ARSON",32
"2328","Sunnyside/Woodside","ASSAULT 3 & RELATED OFFENSES",3272
"2329","Sunnyside/Woodside","BURGLAR'S TOOLS",10
"2330","Sunnyside/Woodside","BURGLARY",891
"2331","Sunnyside/Woodside","CANNABIS RELATED OFFENSES",1
"2332","Sunnyside/Woodside","CHILD ABANDONMENT/NON SUPPORT",1
"2333","Sunnyside/Woodside","CRIMINAL MISCHIEF & RELATED OF",3530
"2334","Sunnyside/Woodside","CRIMINAL TRESPASS",161
"2335","Sunnyside/Woodside","DANGEROUS DRUGS",293
"2336","Sunnyside/Woodside","DANGEROUS WEAPONS",154
"2337","Sunnyside/Woodside","FELONY ASSAULT",994
"2338","Sunnyside/Woodside","FELONY SEX CRIMES",2
"2339","Sunnyside/Woodside","FORGERY",466
"2340","Sunnyside/Woodside","FRAUDS",137
"2341","Sunnyside/Woodside","FRAUDULENT ACCOSTING",2
"2342","Sunnyside/Woodside","GRAND LARCENY",3171
"2343","Sunnyside/Woodside","GRAND LARCENY OF MOTOR VEHICLE",872
"2344","Sunnyside/Woodside","HARRASSMENT 2",5426
"2345","Sunnyside/Woodside","HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
"2346","Sunnyside/Woodside","HOMICIDE-NEGLIGENT-VEHICLE",1
"2347","Sunnyside/Woodside","INTOXICATED & IMPAIRED DRIVING",372
"2348","Sunnyside/Woodside","INTOXICATED/IMPAIRED DRIVING",1
"2349","Sunnyside/Woodside","KIDNAPPING",1
"2350","Sunnyside/Woodside","KIDNAPPING & RELATED OFFENSES",3
"2351","Sunnyside/Woodside","MISCELLANEOUS PENAL LAW",835
"2352","Sunnyside/Woodside","MURDER & NON-NEGL. MANSLAUGHTER",5
"2353","Sunnyside/Woodside","NYS LAWS-UNCLASSIFIED FELONY",24
"2354","Sunnyside/Woodside","OFF. AGNST PUB ORD SENSBLTY &",686
"2355","Sunnyside/Woodside","OFFENSES AGAINST PUBLIC ADMINI",189
"2356","Sunnyside/Woodside","OFFENSES AGAINST PUBLIC SAFETY",4
"2357","Sunnyside/Woodside","OFFENSES AGAINST THE PERSON",72
"2358","Sunnyside/Woodside","OFFENSES INVOLVING FRAUD",104
"2359","Sunnyside/Woodside","OFFENSES RELATED TO CHILDREN",1
"2360","Sunnyside/Woodside","OTHER OFFENSES RELATED TO THEF",88
"2361","Sunnyside/Woodside","OTHER STATE LAWS",3
"2362","Sunnyside/Woodside","OTHER STATE LAWS (NON PENAL LA",12
"2363","Sunnyside/Woodside","PETIT LARCENY",6204
"2364","Sunnyside/Woodside","PETIT LARCENY OF MOTOR VEHICLE",37
"2365","Sunnyside/Woodside","POSSESSION OF STOLEN PROPERTY",133
"2366","Sunnyside/Woodside","PROSTITUTION & RELATED OFFENSES",6
"2367","Sunnyside/Woodside","RAPE",76
"2368","Sunnyside/Woodside","ROBBERY",725
"2369","Sunnyside/Woodside","SEX CRIMES",502
"2370","Sunnyside/Woodside","THEFT-FRAUD",351
"2371","Sunnyside/Woodside","UNAUTHORIZED USE OF A VEHICLE",148
"2372","Sunnyside/Woodside","UNLAWFUL POSS. WEAP. ON SCHOOL",1
"2373","Sunnyside/Woodside","VEHICLE AND TRAFFIC LAWS",722
"2374","Sunset Park","(null)",3
"2375","Sunset Park","ADMINISTRATIVE CODE",32
"2376","Sunset Park","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",3
"2377","Sunset Park","ALCOHOLIC BEVERAGE CONTROL LAW",1
"2378","Sunset Park","ARSON",22
"2379","Sunset Park","ASSAULT 3 & RELATED OFFENSES",3489
"2380","Sunset Park","BURGLAR'S TOOLS",47
"2381","Sunset Park","BURGLARY",1055
"2382","Sunset Park","CANNABIS RELATED OFFENSES",3
"2383","Sunset Park","CRIMINAL MISCHIEF & RELATED OF",3197
"2384","Sunset Park","CRIMINAL TRESPASS",199
"2385","Sunset Park","DANGEROUS DRUGS",843
"2386","Sunset Park","DANGEROUS WEAPONS",302
"2387","Sunset Park","ESCAPE 3",1
"2388","Sunset Park","FELONY ASSAULT",1411
"2389","Sunset Park","FORGERY",365
"2390","Sunset Park","FRAUDS",109
"2391","Sunset Park","FRAUDULENT ACCOSTING",2
"2392","Sunset Park","GAMBLING",110
"2393","Sunset Park","GRAND LARCENY",3160
"2394","Sunset Park","GRAND LARCENY OF MOTOR VEHICLE",587
"2395","Sunset Park","HARRASSMENT 2",3970
"2396","Sunset Park","INTOXICATED & IMPAIRED DRIVING",647
"2397","Sunset Park","KIDNAPPING & RELATED OFFENSES",9
"2398","Sunset Park","MISCELLANEOUS PENAL LAW",1115
"2399","Sunset Park","MURDER & NON-NEGL. MANSLAUGHTER",8
"2400","Sunset Park","NEW YORK CITY HEALTH CODE",1
"2401","Sunset Park","NYS LAWS-UNCLASSIFIED FELONY",10
"2402","Sunset Park","OFF. AGNST PUB ORD SENSBLTY &",1241
"2403","Sunset Park","OFFENSES AGAINST PUBLIC ADMINI",231
"2404","Sunset Park","OFFENSES AGAINST PUBLIC SAFETY",4
"2405","Sunset Park","OFFENSES AGAINST THE PERSON",93
"2406","Sunset Park","OFFENSES INVOLVING FRAUD",44
"2407","Sunset Park","OFFENSES RELATED TO CHILDREN",1
"2408","Sunset Park","OTHER OFFENSES RELATED TO THEF",48
"2409","Sunset Park","OTHER STATE LAWS (NON PENAL LA",8
"2410","Sunset Park","PETIT LARCENY",6224
"2411","Sunset Park","PETIT LARCENY OF MOTOR VEHICLE",54
"2412","Sunset Park","POSSESSION OF STOLEN PROPERTY",86
"2413","Sunset Park","PROSTITUTION & RELATED OFFENSES",14
"2414","Sunset Park","RAPE",128
"2415","Sunset Park","ROBBERY",1069
"2416","Sunset Park","SEX CRIMES",469
"2417","Sunset Park","THEFT OF SERVICES",1
"2418","Sunset Park","THEFT-FRAUD",237
"2419","Sunset Park","UNAUTHORIZED USE OF A VEHICLE",98
"2420","Sunset Park","VEHICLE AND TRAFFIC LAWS",545
"2421","Throgs Neck/Co-op City","ADMINISTRATIVE CODE",51
"2422","Throgs Neck/Co-op City","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",5
"2423","Throgs Neck/Co-op City","ALCOHOLIC BEVERAGE CONTROL LAW",5
"2424","Throgs Neck/Co-op City","ARSON",59
"2425","Throgs Neck/Co-op City","ASSAULT 3 & RELATED OFFENSES",3751
"2426","Throgs Neck/Co-op City","BURGLAR'S TOOLS",3
"2427","Throgs Neck/Co-op City","BURGLARY",699
"2428","Throgs Neck/Co-op City","CANNABIS RELATED OFFENSES",2
"2429","Throgs Neck/Co-op City","CHILD ABANDONMENT/NON SUPPORT",2
"2430","Throgs Neck/Co-op City","CRIMINAL MISCHIEF & RELATED OF",3710
"2431","Throgs Neck/Co-op City","CRIMINAL TRESPASS",103
"2432","Throgs Neck/Co-op City","DANGEROUS DRUGS",521
"2433","Throgs Neck/Co-op City","DANGEROUS WEAPONS",338
"2434","Throgs Neck/Co-op City","DISORDERLY CONDUCT",3
"2435","Throgs Neck/Co-op City","ENDAN WELFARE INCOMP",1
"2436","Throgs Neck/Co-op City","FELONY ASSAULT",1412
"2437","Throgs Neck/Co-op City","FORGERY",109
"2438","Throgs Neck/Co-op City","FRAUDS",107
"2439","Throgs Neck/Co-op City","FRAUDULENT ACCOSTING",1
"2440","Throgs Neck/Co-op City","GRAND LARCENY",3108
"2441","Throgs Neck/Co-op City","GRAND LARCENY OF MOTOR VEHICLE",1124
"2442","Throgs Neck/Co-op City","HARRASSMENT 2",6627
"2443","Throgs Neck/Co-op City","INTOXICATED & IMPAIRED DRIVING",410
"2444","Throgs Neck/Co-op City","JOSTLING",1
"2445","Throgs Neck/Co-op City","KIDNAPPING & RELATED OFFENSES",13
"2446","Throgs Neck/Co-op City","MISCELLANEOUS PENAL LAW",482
"2447","Throgs Neck/Co-op City","MURDER & NON-NEGL. MANSLAUGHTER",14
"2448","Throgs Neck/Co-op City","NYS LAWS-UNCLASSIFIED FELONY",17
"2449","Throgs Neck/Co-op City","OFF. AGNST PUB ORD SENSBLTY &",1722
"2450","Throgs Neck/Co-op City","OFFENSES AGAINST PUBLIC ADMINI",588
"2451","Throgs Neck/Co-op City","OFFENSES AGAINST PUBLIC SAFETY",9
"2452","Throgs Neck/Co-op City","OFFENSES AGAINST THE PERSON",115
"2453","Throgs Neck/Co-op City","OFFENSES INVOLVING FRAUD",57
"2454","Throgs Neck/Co-op City","OFFENSES RELATED TO CHILDREN",1
"2455","Throgs Neck/Co-op City","OTHER OFFENSES RELATED TO THEF",90
"2456","Throgs Neck/Co-op City","OTHER STATE LAWS",1
"2457","Throgs Neck/Co-op City","OTHER STATE LAWS (NON PENAL LA",6
"2458","Throgs Neck/Co-op City","PETIT LARCENY",6854
"2459","Throgs Neck/Co-op City","PETIT LARCENY OF MOTOR VEHICLE",1
"2460","Throgs Neck/Co-op City","POSSESSION OF STOLEN PROPERTY",67
"2461","Throgs Neck/Co-op City","RAPE",77
"2462","Throgs Neck/Co-op City","ROBBERY",942
"2463","Throgs Neck/Co-op City","SEX CRIMES",351
"2464","Throgs Neck/Co-op City","THEFT-FRAUD",260
"2465","Throgs Neck/Co-op City","UNAUTHORIZED USE OF A VEHICLE",84
"2466","Throgs Neck/Co-op City","VEHICLE AND TRAFFIC LAWS",573
"2467","University Heights/Fordham","(null)",2
"2468","University Heights/Fordham","ABORTION",1
"2469","University Heights/Fordham","ADMINISTRATIVE CODE",271
"2470","University Heights/Fordham","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",31
"2471","University Heights/Fordham","ALCOHOLIC BEVERAGE CONTROL LAW",95
"2472","University Heights/Fordham","ANTICIPATORY OFFENSES",7
"2473","University Heights/Fordham","ARSON",157
"2474","University Heights/Fordham","ASSAULT 3 & RELATED OFFENSES",15424
"2475","University Heights/Fordham","BURGLAR'S TOOLS",72
"2476","University Heights/Fordham","BURGLARY",2525
"2477","University Heights/Fordham","CANNABIS RELATED OFFENSES",11
"2478","University Heights/Fordham","CHILD ABANDONMENT/NON SUPPORT",10
"2479","University Heights/Fordham","CRIMINAL MISCHIEF & RELATED OF",10759
"2480","University Heights/Fordham","CRIMINAL TRESPASS",276
"2481","University Heights/Fordham","DANGEROUS DRUGS",6259
"2482","University Heights/Fordham","DANGEROUS WEAPONS",1988
"2483","University Heights/Fordham","DISORDERLY CONDUCT",5
"2484","University Heights/Fordham","ENDAN WELFARE INCOMP",13
"2485","University Heights/Fordham","ESCAPE 3",4
"2486","University Heights/Fordham","FELONY ASSAULT",7008
"2487","University Heights/Fordham","FELONY SEX CRIMES",3
"2488","University Heights/Fordham","FORGERY",1000
"2489","University Heights/Fordham","FRAUDS",187
"2490","University Heights/Fordham","FRAUDULENT ACCOSTING",94
"2491","University Heights/Fordham","GAMBLING",50
"2492","University Heights/Fordham","GRAND LARCENY",7307
"2493","University Heights/Fordham","GRAND LARCENY OF MOTOR VEHICLE",1685
"2494","University Heights/Fordham","HARRASSMENT 2",16987
"2495","University Heights/Fordham","HOMICIDE-NEGLIGENT,UNCLASSIFIE",5
"2496","University Heights/Fordham","HOMICIDE-NEGLIGENT-VEHICLE",1
"2497","University Heights/Fordham","INTOXICATED & IMPAIRED DRIVING",747
"2498","University Heights/Fordham","INTOXICATED/IMPAIRED DRIVING",3
"2499","University Heights/Fordham","JOSTLING",5
"2500","University Heights/Fordham","KIDNAPPING",2
"2501","University Heights/Fordham","KIDNAPPING & RELATED OFFENSES",26
"2502","University Heights/Fordham","MISCELLANEOUS PENAL LAW",2507
"2503","University Heights/Fordham","MURDER & NON-NEGL. MANSLAUGHTER",85
"2504","University Heights/Fordham","NYS LAWS-UNCLASSIFIED FELONY",102
"2505","University Heights/Fordham","NYS LAWS-UNCLASSIFIED VIOLATION",2
"2506","University Heights/Fordham","OFF. AGNST PUB ORD SENSBLTY &",4303
"2507","University Heights/Fordham","OFFENSES AGAINST PUBLIC ADMINI",2118
"2508","University Heights/Fordham","OFFENSES AGAINST PUBLIC SAFETY",19
"2509","University Heights/Fordham","OFFENSES AGAINST THE PERSON",374
"2510","University Heights/Fordham","OFFENSES INVOLVING FRAUD",593
"2511","University Heights/Fordham","OFFENSES RELATED TO CHILDREN",15
"2512","University Heights/Fordham","OTHER OFFENSES RELATED TO THEF",199
"2513","University Heights/Fordham","OTHER STATE LAWS",5
"2514","University Heights/Fordham","OTHER STATE LAWS (NON PENAL LA",157
"2515","University Heights/Fordham","PETIT LARCENY",17917
"2516","University Heights/Fordham","PETIT LARCENY OF MOTOR VEHICLE",21
"2517","University Heights/Fordham","POSSESSION OF STOLEN PROPERTY",358
"2518","University Heights/Fordham","PROSTITUTION & RELATED OFFENSES",10
"2519","University Heights/Fordham","RAPE",317
"2520","University Heights/Fordham","ROBBERY",4367
"2521","University Heights/Fordham","SEX CRIMES",1396
"2522","University Heights/Fordham","THEFT OF SERVICES",183
"2523","University Heights/Fordham","THEFT-FRAUD",377
"2524","University Heights/Fordham","UNAUTHORIZED USE OF A VEHICLE",187
"2525","University Heights/Fordham","VEHICLE AND TRAFFIC LAWS",1980
"2526","Upper East Side","(null)",1
"2527","Upper East Side","ADMINISTRATIVE CODE",42
"2528","Upper East Side","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",15
"2529","Upper East Side","ARSON",22
"2530","Upper East Side","ASSAULT 3 & RELATED OFFENSES",2574
"2531","Upper East Side","BURGLAR'S TOOLS",27
"2532","Upper East Side","BURGLARY",1593
"2533","Upper East Side","CHILD ABANDONMENT/NON SUPPORT",1
"2534","Upper East Side","CRIMINAL MISCHIEF & RELATED OF",2696
"2535","Upper East Side","CRIMINAL TRESPASS",132
"2536","Upper East Side","DANGEROUS DRUGS",93
"2537","Upper East Side","DANGEROUS WEAPONS",113
"2538","Upper East Side","ENDAN WELFARE INCOMP",2
"2539","Upper East Side","FELONY ASSAULT",862
"2540","Upper East Side","FORGERY",285
"2541","Upper East Side","FRAUDS",444
"2542","Upper East Side","FRAUDULENT ACCOSTING",6
"2543","Upper East Side","GRAND LARCENY",8767
"2544","Upper East Side","GRAND LARCENY OF MOTOR VEHICLE",673
"2545","Upper East Side","HARRASSMENT 2",4693
"2546","Upper East Side","HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
"2547","Upper East Side","INTOXICATED & IMPAIRED DRIVING",141
"2548","Upper East Side","JOSTLING",3
"2549","Upper East Side","KIDNAPPING & RELATED OFFENSES",5
"2550","Upper East Side","MISCELLANEOUS PENAL LAW",632
"2551","Upper East Side","MURDER & NON-NEGL. MANSLAUGHTER",5
"2552","Upper East Side","NYS LAWS-UNCLASSIFIED FELONY",26
"2553","Upper East Side","NYS LAWS-UNCLASSIFIED VIOLATION",2
"2554","Upper East Side","OFF. AGNST PUB ORD SENSBLTY &",1059
"2555","Upper East Side","OFFENSES AGAINST PUBLIC ADMINI",273
"2556","Upper East Side","OFFENSES AGAINST PUBLIC SAFETY",2
"2557","Upper East Side","OFFENSES AGAINST THE PERSON",118
"2558","Upper East Side","OFFENSES INVOLVING FRAUD",34
"2559","Upper East Side","OTHER OFFENSES RELATED TO THEF",104
"2560","Upper East Side","OTHER STATE LAWS (NON PENAL LA",22
"2561","Upper East Side","PETIT LARCENY",15474
"2562","Upper East Side","PETIT LARCENY OF MOTOR VEHICLE",13
"2563","Upper East Side","POSSESSION OF STOLEN PROPERTY",74
"2564","Upper East Side","RAPE",71
"2565","Upper East Side","ROBBERY",1086
